sample_id,latitude,longitude,spatial_block_id,regional_zone_id,label_status,manganese_associated,data_quality_flag,feature_distribution_distance,distance_to_nearest_known_manganese_occurrence_km,geological_group,geological_formation,stratigraphic_unit,lithology,host_rock,ore_host_compatibility_score,formation_contact_distance_km,geological_age_ma,metamorphic_grade,weathering_class,alteration_intensity,geological_complexity_score,distance_to_fault_km,distance_to_lineament_km,lineament_density_per_sq_km,lineament_intersection_density,shear_zone_proximity_km,structural_complexity_score,fold_position,fold_hinge_proximity_km,structural_orientation,distance_to_major_geological_contact_km,drainage_anomaly_score,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,curvature,terrain_ruggedness,local_relief_m,drainage_density,topographic_position_index,valley_or_ridge_class,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,radar_roughness_proxy,aster_vnir_swir_proxy,aster_thermal_lithology_proxy,multisensor_spectral_anomaly_score
SAU-000029,21.78921,80.17422,BLK_016_016,ZONE_03,POSITIVE,associated,ok,3.5132,1.49951,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,0.17621,1631.09162,low (greenschist),highly weathered / lateritic,0.5356,0.5724,2.45982,1.29186,1.81341,0.3585,2.57026,0.5693,not_applicable,16.93729,NNE-SSW,1.36882,0.4721,,4.22764,108.28005,0.94953,-0.31366,-0.3287,8.96139,35.29255,1.17541,1.0773,slope,,0.07533,0.10735,0.11095,0.20964,0.27924,0.26179,0.2802,0.13544,0.05985,0.41838,0.31808,-0.28519,,,2.26299,0.22862,0.51736,,1.8895,2.51681,-11.7165,-18.73035,7.01385,-15.22343,0.34765,0.37873,-0.17854,0.6575,0.2742
SAU-000030,21.74764,80.08175,BLK_015_014,ZONE_03,UNLABELLED,not_documented,ok,3.74775,7.32669,Tirodi Gneissic Complex,Tirodi Gneiss,,"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0,0.25604,2524.53719,low (greenschist),highly weathered / lateritic,0.0,0.441,2.67855,1.9506,1.40123,0.87,3.98212,0.8048,limb,26.13662,ENE-WSW,0.62727,0.3234,471.19064,3.13323,191.7438,-0.20354,-0.97907,0.8048,11.41949,48.37449,1.5259,-11.02553,valley,0.08163,0.14022,0.04476,0.09273,0.34877,0.46657,0.45234,0.46751,0.11011,0.04444,0.81992,0.60846,0.12028,-0.55035,0.54833,2.47772,0.09824,0.24342,0.29004,3.76113,5.03149,-9.34055,-11.88254,2.54198,-10.61155,0.8614,0.51048,0.07258,1.0,0.6264
SAU-000031,21.80484,80.02183,BLK_017_013,ZONE_03,UNLABELLED,not_documented,ok,2.96199,2.75259,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9264,0.74971,2013.44712,high (upper amphibolite),highly weathered / lateritic,0.6265,0.6876,1.36324,0.2793,2.25597,0.42138,3.71656,0.7716,not_applicable,32.76305,NW-SE,0.17099,0.7499,350.60144,8.93663,345.45043,-0.25122,0.96793,0.685,4.82173,26.74627,2.17165,-16.83968,valley,0.07886,0.07155,0.08832,0.10208,0.20965,0.23375,0.22588,0.25307,0.1884,0.09829,0.43781,0.09047,-0.44951,-0.04819,1.11996,1.91678,0.43514,0.83407,0.90805,2.05378,2.28987,-14.16091,-19.41107,5.25016,-16.78599,0.20567,0.02,0.45592,1.0,0.3617
SAU-000032,21.51218,79.63866,BLK_011_005,ZONE_09,UNLABELLED,not_documented,ok,3.04598,7.0929,Sausar Group,Bichua Formation,,Marble and calc-silicate rock,Marble and calc-silicate rock,0.4122,0.72815,1866.63949,medium (lower amphibolite),moderately weathered,0.3431,0.5437,0.11927,0.1133,1.48938,0.84371,0.4834,0.59,not_applicable,5.65993,NW-SE,0.36014,0.5632,303.42264,0.85031,320.64057,-0.63418,0.77318,0.2826,13.12521,48.65214,2.59017,-3.6852,valley,0.06769,0.03808,0.09759,0.09392,0.1129,0.1256,0.10374,0.12581,0.14895,,0.03055,-0.17891,-0.59279,0.1797,1.44172,,,1.4358,1.43814,1.20209,1.33731,-10.6079,-24.17086,13.56296,-17.38938,0.76938,0.27814,-1.09741,0.2419,0.3634
SAU-000033,21.69572,79.74174,BLK_014_007,ZONE_05,POSITIVE,associated,ok,3.36315,1.79323,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.7753,0.32998,1689.40941,medium (lower amphibolite),highly weathered / lateritic,0.4541,0.6321,1.4034,0.39382,2.08711,1.29922,16.85391,0.6174,not_applicable,12.06826,ENE-WSW,1.97752,0.6486,343.19738,1.58698,291.0837,-0.93306,0.35973,-0.3613,9.85328,34.59297,1.99793,0.66094,slope,,0.08869,0.14042,0.13889,0.18795,0.21165,0.20079,0.2053,0.23315,0.13845,0.17693,-0.07457,-0.44886,,,1.684,0.68953,1.16116,,1.35323,1.52387,-11.76675,-22.87118,11.10443,-17.31897,1.0022,0.253,0.47153,0.3814,0.4942
SAU-000034,21.65818,79.73055,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,2.25297,2.74494,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.4596,3.33488,2234.71382,low (greenschist),moderately weathered,0.2776,0.3026,3.20714,1.20472,1.30789,0.94418,16.84783,0.6482,limb,8.67724,NW-SE,0.33457,0.2244,364.72014,5.13986,317.69293,-0.6731,0.73955,-0.1914,11.28945,46.27023,1.27996,2.4404,slope,0.07797,0.06686,0.11611,0.13866,0.17632,0.20184,0.19873,0.22129,0.31864,0.21861,0.26242,-0.23177,-0.65313,0.22215,1.48916,1.45757,1.10004,1.60338,1.5712,1.2716,1.45565,-13.95576,-21.34772,7.39196,-17.65174,0.68461,0.95125,1.01923,0.7975,0.4318
SAU-000035,21.97971,80.48005,BLK_020_022,ZONE_06,UNLABELLED,not_documented,ok,2.64565,1.49496,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.5221,0.97285,1905.0881,granulite facies,fresh / slightly weathered,0.3044,1.0,1.81855,0.88135,1.61081,1.05782,11.49817,1.0,not_applicable,6.47933,NW-SE,3.18481,0.6138,485.10407,7.16154,73.78996,0.96024,0.27916,-0.7809,11.35939,43.47734,1.83898,13.24984,ridge,0.03943,0.07409,0.05454,0.08144,0.20516,0.24916,0.28015,0.27601,0.19701,0.11851,0.67409,0.17424,-0.45341,-0.11911,1.38321,1.66239,0.42302,0.70323,0.78713,2.51916,3.05943,-8.96444,-18.82892,9.86448,-13.89668,0.44943,0.67998,-1.02698,0.0782,0.2899
SAU-000036,21.84,80.24495,BLK_017_017,ZONE_03,UNLABELLED,not_documented,ok,2.64184,1.44474,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9126,0.36917,1694.2974,low (greenschist),moderately weathered,0.6858,0.433,4.6847,3.7268,2.05335,0.96277,2.75808,0.7438,not_applicable,11.32615,NNE-SSW,0.37831,0.1928,466.54943,4.35448,144.47796,0.58102,-0.81389,-0.1989,8.81392,35.59935,1.48672,3.82299,ridge,0.07319,0.06464,0.0751,0.09539,0.19567,0.25547,0.25882,0.27591,0.17436,0.12202,0.55019,0.19498,-0.45908,-0.14197,1.0261,1.42895,0.47145,0.67367,0.75136,2.05126,2.67816,-10.07942,-18.76652,8.6871,-14.42297,0.47149,0.32463,-0.16754,0.3608,0.3454
SAU-000037,21.80993,80.19919,BLK_017_016,ZONE_03,POSITIVE,associated,ok,3.68061,2.00374,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,1.32406,1820.89001,high (upper amphibolite),moderately weathered,0.5471,0.6027,0.5119,0.32984,2.26062,1.1993,2.8449,0.5863,not_applicable,15.02389,E-W,1.38409,0.5711,,6.19586,124.28619,0.82623,-0.56333,-0.2431,8.25182,54.07838,2.05469,4.24226,ridge,0.04978,0.0792,0.06054,0.09343,0.27005,0.29267,,0.33979,0.1073,0.08898,,,-0.15067,,1.21615,1.20589,,,,2.8904,3.13251,-10.9657,-18.1634,7.19771,-14.56455,0.60818,0.24412,-0.65703,0.6823,0.2684
SAU-000038,21.9549,80.46306,BLK_020_022,ZONE_06,POSITIVE,associated,ok,2.58285,1.81739,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2823,0.59673,2501.62953,medium (lower amphibolite),moderately weathered,0.602,0.4301,4.52813,2.05717,2.15351,1.27099,,0.7175,limb,3.44895,NW-SE,3.97149,0.3323,513.20766,13.8513,64.18482,0.9002,0.43547,-0.4925,11.38068,53.39995,1.06313,8.24402,ridge,0.09112,0.07697,0.1033,0.12867,0.15739,0.16828,0.17973,0.18559,0.28437,0.19507,0.27004,-0.22547,-0.57397,0.1774,1.13367,1.45778,1.08535,1.58221,1.43131,1.22321,1.30784,-11.57818,-23.16477,11.58658,-17.37147,0.05,1.137,-0.3292,0.7097,0.3169
SAU-000039,21.82657,80.23346,BLK_017_017,ZONE_03,UNLABELLED,not_documented,ok,3.20056,1.5063,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.3311,1.09261,2073.73773,high (upper amphibolite),highly weathered / lateritic,0.3833,0.4457,4.61692,3.0458,1.84343,0.79264,2.18077,0.4692,limb,12.08421,ENE-WSW,1.06124,0.2566,415.68414,5.69304,138.62845,0.66094,-0.75044,-0.2558,11.42336,48.50775,2.05015,4.11224,ridge,0.02324,0.06954,0.02828,0.06638,0.25995,0.33892,0.3477,0.33677,0.08071,0.03551,0.84957,0.62321,-0.07434,-0.54581,1.21687,2.27288,0.10213,0.23213,0.29382,3.91609,5.10575,-11.47817,-15.76633,4.28816,-13.62225,1.17114,0.29051,-0.50865,0.1223,0.3598
SAU-000040,21.81495,80.01812,BLK_017_013,ZONE_03,UNLABELLED,not_documented,ok,3.41909,3.86883,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,0.8379,0.40123,1764.87578,medium (lower amphibolite),highly weathered / lateritic,0.5738,0.7212,1.11182,0.79819,2.26617,1.01977,,0.8812,not_applicable,33.34083,ENE-WSW,1.79697,0.3458,342.40616,13.13737,358.58709,-0.02466,0.9997,0.7307,7.29848,41.85508,1.39523,-12.44508,valley,0.08166,0.10269,0.14351,0.13014,0.18184,0.22853,0.26482,0.23794,0.19844,0.12126,0.29709,0.14329,-0.31797,-0.00658,1.75741,1.63648,0.4579,0.74934,0.98693,1.39726,1.75603,-12.40808,-20.17431,7.76623,-16.29119,0.56562,0.02852,-1.00591,0.3538,0.4211
SAU-000041,21.73556,79.7293,BLK_015_007,ZONE_05,UNLABELLED,not_documented,ok,2.64918,5.81446,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,Basaltic/lateritic cover and alluvium,0.0,0.93704,42.35827,medium (lower amphibolite),fresh / slightly weathered,0.4805,0.6045,0.29743,0.2547,1.46587,0.64606,18.97007,0.7019,not_applicable,15.34975,E-W,0.47672,0.8033,319.65518,0.78815,250.78506,-0.94429,-0.32911,-0.1605,12.49279,56.01199,1.51592,4.80191,ridge,0.08446,0.08425,0.12297,0.14908,0.14527,0.15493,0.15701,0.1836,0.29885,0.18323,0.12158,-0.31115,-0.56017,0.2719,1.45596,1.63101,1.167,1.90338,1.74688,0.97444,1.03924,-13.43639,-23.57241,10.13602,-18.5044,0.80933,0.52124,-0.71329,0.2302,0.4116
SAU-000042,21.52004,79.70509,BLK_011_007,ZONE_09,UNLABELLED,not_documented,ok,2.99159,3.50631,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9817,0.46471,1671.31812,granulite facies,highly weathered / lateritic,,0.6715,,1.63789,0.94653,0.0712,4.5784,0.5409,not_applicable,2.64967,NNE-SSW,1.99221,0.5392,367.84983,2.84777,338.05168,-0.37377,0.92752,0.2202,13.14121,58.90418,1.37443,-2.76091,slope,0.07378,0.07335,0.09354,0.10407,0.14832,0.15553,0.17399,0.15931,0.27247,0.21799,0.30071,-0.22058,-0.57579,0.19264,1.26782,1.24992,1.25289,1.56601,1.47722,1.42519,1.49447,-13.49334,-20.68674,7.1934,-17.09004,1.08701,0.8493,0.26121,0.3719,0.5386
SAU-000043,21.77496,80.01497,BLK_016_013,ZONE_03,POSITIVE,associated,ok,3.81235,0.76256,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0743,1.78511,2152.09756,high (upper amphibolite),fresh / slightly weathered,0.7521,0.6422,3.71923,2.19962,1.6339,0.54422,1.72479,0.7488,not_applicable,32.05711,E-W,0.24513,0.2912,417.68797,16.38548,290.26209,-0.93812,0.34632,0.6247,1.49609,26.09247,1.22875,-4.1109,valley,0.08849,0.10173,0.09657,0.15661,0.2491,0.29764,0.33216,0.32589,0.08281,0.01287,0.54951,0.60089,0.10253,-0.4021,1.09131,6.43434,0.03875,0.24931,0.42644,1.59058,1.90052,-14.01296,-15.80255,1.78959,-14.90776,0.11183,0.08893,1.0959,0.8565,0.4671
SAU-000044,21.65558,79.72552,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,3.16061,3.08415,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.3002,1.03555,1774.84745,low (greenschist),highly weathered / lateritic,0.4568,0.4177,1.65158,,1.36416,0.93444,16.36923,0.7431,not_applicable,8.63985,ENE-WSW,0.11303,0.4822,322.69531,2.75386,319.97595,-0.64311,0.76577,-0.0957,12.85345,48.16761,2.04202,0.70516,slope,0.10946,0.08353,0.15668,0.16938,0.13442,0.13235,0.14508,0.17481,0.25951,0.18662,-0.03844,-0.28283,-0.513,0.24101,1.43139,1.39058,1.28632,1.78874,1.63507,0.7936,0.78138,-10.46494,-22.82203,12.35709,-16.64349,0.19496,0.85294,-0.34773,0.1798,0.3135
SAU-000045,21.53854,79.7289,BLK_011_007,ZONE_09,UNCERTAIN,ambiguous,ok,2.48219,2.85045,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.3436,4.84592,2055.27019,low (greenschist),fresh / slightly weathered,0.1406,0.473,0.59872,0.55354,1.33386,0.86359,7.32054,0.7209,not_applicable,2.01424,NNE-SSW,2.73142,0.5973,334.85344,3.30026,345.29131,-0.2539,0.96723,0.167,8.68531,34.96453,2.53238,-4.47389,valley,0.04424,0.09094,0.06731,0.07741,0.17194,0.18347,0.20873,0.23036,0.28436,0.23928,0.51232,-0.15338,-0.51537,0.16324,1.52147,1.1884,1.14636,1.36233,1.39016,2.22116,2.37011,-12.59672,-21.36414,8.76742,-16.98043,0.73221,0.34113,1.05715,0.4157,0.4103
SAU-000046,21.62601,79.79415,BLK_013_008,ZONE_05,UNLABELLED,not_documented,ok,2.48729,9.08099,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.3281,1.84014,2031.34534,high (upper amphibolite),fresh / slightly weathered,0.0615,0.3679,4.34899,3.14432,1.20416,0.47678,13.05871,0.5187,limb,4.30431,NW-SE,6.46449,0.2857,376.11195,3.65068,306.41547,-0.80473,0.59364,-0.1611,6.24664,30.4025,2.13919,-2.3179,slope,0.066,0.11792,0.09321,0.11111,0.23662,0.25159,0.24824,0.28749,0.34624,0.25998,0.45403,-0.16485,-0.4919,0.16613,1.41227,1.33179,1.04729,1.39478,1.39845,2.1296,2.26433,-13.48801,-19.86813,6.38012,-16.67807,0.32587,0.43121,2.19027,,0.3633
SAU-000047,21.66982,79.75826,BLK_014_008,ZONE_05,UNCERTAIN,ambiguous,ok,1.30834,3.17691,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.4183,2.05074,1634.26616,medium (lower amphibolite),highly weathered / lateritic,0.2595,0.5137,1.91872,1.54844,1.40647,0.29476,15.17424,0.6238,not_applicable,8.86874,ENE-WSW,2.94482,0.5003,393.74541,4.28676,290.92183,-0.93407,0.35709,0.027,8.32677,41.85419,0.83681,-0.38831,slope,0.06282,0.07239,0.08528,0.10698,0.19692,0.23045,0.26194,0.26041,0.27795,0.18201,0.50878,-0.02965,-0.58674,0.05592,1.35753,1.52711,0.69485,1.06112,1.11846,1.84072,2.15414,-9.60188,-19.07751,9.47563,-14.33969,0.05,0.47897,-0.57465,1.0,0.2893
SAU-000048,21.86844,80.24855,BLK_018_017,ZONE_03,UNLABELLED,not_documented,ok,4.37045,3.6316,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.7258,0.31368,1657.32106,high (upper amphibolite),fresh / slightly weathered,0.2574,0.6262,3.99032,2.96169,1.66815,1.0811,5.7533,0.5252,not_applicable,11.79357,NW-SE,0.6987,0.1505,496.5193,7.88272,158.69097,0.3634,-0.93163,-0.147,19.7461,82.64293,1.63079,6.7657,ridge,0.01996,0.1026,0.005,0.05184,,0.36202,0.45788,0.42131,0.13945,0.12436,0.9784,0.53309,-0.15224,-0.53575,0.2505,1.12134,0.2716,0.30456,0.3023,,6.98341,-7.14958,-8.73357,1.58399,-7.94157,0.99538,1.5382,-0.4559,0.5693,0.5043
SAU-000049,21.77616,80.01056,BLK_016_013,ZONE_03,UNLABELLED,not_documented,ok,3.10736,1.06522,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.7504,1.03204,1638.29825,low (greenschist),moderately weathered,0.6685,0.8872,2.50129,1.79,1.92452,1.23451,2.09415,0.6998,not_applicable,31.79051,NNE-SSW,0.39023,0.4826,382.91892,20.46257,293.8548,-0.91457,0.40442,0.5581,1.68824,20.43238,1.81075,-6.73785,valley,0.08293,0.11284,0.08827,0.124,0.1977,0.23386,0.22561,0.26304,0.15333,0.08958,0.43756,0.19074,-0.15212,-0.12168,1.06439,1.71165,0.39706,0.67962,0.78304,1.59435,1.88597,-24.06656,-21.65011,-2.41645,-22.85833,0.05,0.02,-0.65753,0.1723,0.1694
SAU-000050,21.79146,80.19958,BLK_016_016,ZONE_03,POSITIVE,associated,ok,3.33998,1.95945,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.7257,0.15222,2083.61066,low (greenschist),moderately weathered,0.626,0.744,1.89779,1.18185,1.38578,1.08412,1.18951,0.4825,limb,14.44799,N-S,0.24113,0.6008,469.8717,7.83799,123.77766,0.8312,-0.55597,-0.0793,12.46214,49.78158,1.27322,1.30947,slope,0.05054,0.08538,,0.09135,0.21725,0.26982,0.2745,0.28485,0.10417,0.07152,,0.44981,-0.09913,,,1.45652,0.26055,0.37949,,2.37822,2.95369,-9.58609,-16.9986,7.41251,-13.29235,1.04837,0.92572,0.38943,0.217,0.3655
SAU-000051,21.83528,80.23927,BLK_017_017,ZONE_03,POSITIVE,associated,value_corrected_physical_bound,2.17359,1.00287,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.186,0.901,1812.54954,low (greenschist),moderately weathered,0.6121,0.6164,4.16087,3.61329,2.10583,0.86683,2.58806,0.5469,not_applicable,11.75656,ENE-WSW,2.89876,0.4135,409.29864,7.09016,142.05812,0.61486,-0.78863,-0.0926,13.27409,45.2911,2.56907,7.08386,,0.05848,0.07924,,0.09227,0.21291,0.23935,0.23272,0.24704,0.15642,0.08172,,0.19607,-0.32751,,,1.9141,0.35115,0.67214,,2.30747,2.59402,3.0,-18.08008,21.08008,-7.54004,0.77759,0.55108,0.60489,,0.3422
SAU-000052,21.8319,80.20232,BLK_017_017,ZONE_03,UNLABELLED,not_documented,ok,3.76243,3.10199,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9577,0.42365,1623.03742,low (greenschist),fresh / slightly weathered,0.544,0.4726,2.20948,1.10189,1.89095,1.16564,4.59104,0.6186,not_applicable,15.35022,N-S,0.00196,0.6094,497.46044,5.92139,130.10349,0.76488,-0.64417,-0.3195,9.0561,38.70714,2.27793,6.05511,ridge,0.02938,0.07831,0.00752,0.06895,0.28452,0.33995,0.34052,0.34749,0.1573,0.11114,0.95679,0.36804,-0.33526,-0.38353,0.25596,1.41533,0.32638,0.46194,0.44558,4.12647,4.93038,-9.26281,-12.11202,2.84921,-10.68742,0.79123,0.42098,0.60295,0.5372,0.4985
SAU-000053,21.63689,79.75958,BLK_013_008,ZONE_05,UNLABELLED,not_documented,ok,2.36323,5.89478,Sausar Group,Sitasaongi Formation,,Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.2984,4.3628,1840.78138,low (greenschist),moderately weathered,0.038,0.717,2.64085,1.82009,1.26174,0.46978,15.83733,0.4954,not_applicable,5.30843,NW-SE,2.37774,0.2976,372.34427,2.7894,312.44219,-0.73796,0.67485,0.1595,8.27933,44.95269,1.41257,1.7263,slope,0.06675,0.07863,0.06813,0.10169,0.16172,0.21074,0.21291,0.22541,0.3367,0.2612,0.51516,-0.22523,-0.62136,0.18287,1.02067,1.28905,1.22681,1.58142,1.44758,1.59032,2.07238,-10.71576,-18.87371,8.15795,-14.79474,0.47732,0.30488,-0.28877,0.7386,0.4915
SAU-000054,21.7691,80.00437,BLK_016_013,ZONE_03,UNLABELLED,not_documented,ok,2.59316,2.0174,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,0.5961,0.97292,1940.10871,low (greenschist),moderately weathered,0.3812,0.6197,3.26143,1.91917,1.75632,0.41196,1.81819,0.8095,not_applicable,30.79826,NW-SE,0.1748,0.1087,386.21934,24.86285,291.96565,-0.92741,0.37405,-0.2266,7.51105,37.46929,1.13267,4.47368,ridge,0.04687,0.08437,0.05614,0.08767,0.19354,0.27605,0.24291,0.25318,0.15262,0.09514,0.62454,0.22828,-0.28799,-0.16251,1.19778,1.60416,0.39167,0.6283,0.72041,2.2076,3.14874,-12.04777,-18.97861,6.93084,-15.51319,0.43857,0.02,-0.29556,0.1823,0.233
SAU-000055,21.80468,80.00392,BLK_017_013,ZONE_03,UNLABELLED,not_documented,ok,3.37872,3.19659,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,0.63186,1624.12909,high (upper amphibolite),highly weathered / lateritic,0.096,0.8889,1.28615,0.97848,2.28805,1.08023,2.62255,0.8377,not_applicable,33.41471,NNE-SSW,0.16913,0.2817,326.12339,11.32221,338.37326,-0.36856,0.9296,1.0323,6.31724,29.53032,1.98476,-15.72626,valley,0.05092,0.07343,0.04235,0.08836,0.17617,0.23476,0.26194,0.2552,0.18841,0.12193,0.72165,0.16327,-0.43912,-0.15102,0.8317,1.54523,0.46549,0.71929,0.73758,1.99378,2.65686,-10.78802,-18.76041,7.97239,-14.77421,0.05,0.02,-0.39665,0.1043,0.2073
SAU-000056,21.53459,79.75088,BLK_011_008,ZONE_09,UNLABELLED,not_documented,ok,3.20143,1.82719,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2501,0.67854,2590.2607,granulite facies,highly weathered / lateritic,0.5772,0.4953,2.74385,1.7386,1.5482,0.96387,9.44907,0.6042,limb,3.18274,E-W,3.96884,0.0823,444.53206,6.05939,348.37256,-0.20155,0.97948,0.209,11.70609,69.23512,1.07162,-2.6584,slope,0.09142,0.07383,0.18305,0.15096,0.11507,0.09582,0.10061,0.11961,0.42808,0.30516,-0.29063,-0.6194,-0.7058,0.52181,2.0023,1.40281,3.0331,4.25485,3.18247,0.76225,0.63474,-10.61987,-24.40942,13.78954,-17.51465,0.65278,0.85011,1.06648,0.8252,0.5883
SAU-000057,21.96703,80.44759,BLK_020_021,ZONE_06,UNLABELLED,not_documented,ok,1.46974,2.34312,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,,0.3068,0.24373,1942.42016,granulite facies,highly weathered / lateritic,0.4297,0.2742,3.64983,2.71406,1.88659,1.37797,9.8165,0.6229,not_applicable,3.27055,ENE-WSW,0.62148,0.0,473.67039,11.29687,45.76314,0.71646,0.69763,-0.6267,11.13839,51.93041,1.41857,7.07705,ridge,0.06376,0.09449,0.08231,0.10685,0.196,0.25738,0.23264,0.23981,0.19331,0.15279,0.47731,0.09233,-0.34336,-0.03633,1.29093,1.2652,0.65677,0.83094,0.92989,1.83435,2.4088,-10.26109,-19.72668,9.46559,-14.99388,1.3515,0.4599,,0.3555,0.4245
