sample_id,name,latitude,longitude,coordinate_precision,district,state,locality_type,label_status,geological_group,formation,host_rock,ore_type,structural_notes,geological_age,metamorphic_grade,distance_to_nearest_known_mn_km,fault_lineament_distance_km,lineament_density_per_sqkm,structural_intersection_flag,elevation_m,slope_deg,aspect_deg,curvature,drainage_density,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B11,s2_B12,ndvi,ndmi,bsi,iron_oxide_index,s1_VV,s1_VH,notes,data_source,source_url
285,background_grid_0274,21.9,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
286,background_grid_0275,21.9,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
287,background_grid_0276,21.9,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,8.38,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
288,background_grid_0277,21.9,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
289,background_grid_0278,21.9,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,24.97,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
290,background_grid_0279,21.9,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,34.92,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
291,background_grid_0280,21.9,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,45.03,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
292,background_grid_0281,22.0,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,71.54,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
293,background_grid_0282,22.0,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,68.49,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
294,background_grid_0283,22.0,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,64.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
295,background_grid_0284,22.0,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,56.36,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
296,background_grid_0285,22.0,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,48.72,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
297,background_grid_0286,22.0,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,42.23,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
298,background_grid_0287,22.0,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
299,background_grid_0288,22.0,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,35.25,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
300,background_grid_0289,22.0,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,35.94,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
301,background_grid_0290,22.0,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,38.51,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
302,background_grid_0291,22.0,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.75,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
303,background_grid_0292,22.0,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.35,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
304,background_grid_0293,22.0,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,18.08,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
305,background_grid_0294,22.0,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,17.84,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
306,background_grid_0295,22.0,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
307,background_grid_0296,22.0,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
308,background_grid_0297,22.0,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,13.81,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
309,background_grid_0298,22.0,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,23.95,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
310,background_grid_0299,22.0,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,34.19,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
311,background_grid_0300,22.0,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,44.46,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
312,background_grid_0301,22.1,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,82.01,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
313,background_grid_0302,22.1,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,79.36,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
314,background_grid_0303,22.1,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,71.39,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
315,background_grid_0304,22.1,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,63.88,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
316,background_grid_0305,22.1,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,57.25,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
317,background_grid_0306,22.1,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,51.85,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
318,background_grid_0307,22.1,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,48.08,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
319,background_grid_0308,22.1,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,46.34,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
320,background_grid_0309,22.1,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,46.87,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
321,background_grid_0310,22.1,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,44.74,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
322,background_grid_0311,22.1,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,37.47,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
323,background_grid_0312,22.1,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,31.92,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
324,background_grid_0313,22.1,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.09,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
325,background_grid_0314,22.1,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.72,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
326,background_grid_0315,22.1,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,16.16,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
327,background_grid_0316,22.1,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,14.78,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
328,background_grid_0317,22.1,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.71,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
329,background_grid_0318,22.1,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,27.77,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
330,background_grid_0319,22.1,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,36.96,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
331,background_grid_0320,22.1,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,46.62,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
332,background_grid_0321,22.2,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,92.62,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
333,background_grid_0322,22.2,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,86.45,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
334,background_grid_0323,22.2,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,79.03,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
335,background_grid_0324,22.2,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,72.33,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
336,background_grid_0325,22.2,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,66.55,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
337,background_grid_0326,22.2,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,61.97,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
338,background_grid_0327,22.2,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,58.85,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
339,background_grid_0328,22.2,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,57.44,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
340,background_grid_0329,22.2,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,57.87,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
341,background_grid_0330,22.2,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,52.61,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
342,background_grid_0331,22.2,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,46.58,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
343,background_grid_0332,22.2,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,42.25,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
344,background_grid_0333,22.2,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,37.79,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
345,background_grid_0334,22.2,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
346,background_grid_0335,22.2,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,26.57,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
347,background_grid_0336,22.2,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,25.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
348,background_grid_0337,22.2,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,28.87,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
349,background_grid_0338,22.2,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,34.87,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
350,background_grid_0339,22.2,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,42.55,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
351,background_grid_0340,22.2,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,51.16,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
