date,mine_id,month,quarter,day_of_week,planned_production_tpd,actual_production_tpd,total_trucks,available_trucks,active_trucks,total_shovels,available_shovels,active_shovels,truck_availability_pct,shovel_availability_pct,truck_utilization_pct,shovel_utilization_pct,truck_downtime_hours,shovel_downtime_hours,truck_breakdown_events,shovel_breakdown_events,maintenance_delay_hours,haul_distance_km,average_loaded_travel_time_min,average_empty_travel_time_min,average_loading_time_min,average_dumping_time_min,average_cycle_time_min,truck_cycles,queue_delay_min,haulage_delay_hours,operating_hours,effective_operating_hours,overall_utilization_pct,loading_efficiency_pct,haulage_efficiency_pct,blasting_delay_hours,shift_delay_hours,fragmentation_index,weather_disruption_hours,rainfall_mm,temperature_c,soil_moisture_index,ground_condition_index,ore_feed_tonnes,ore_grade_pct,waste_to_ore_ratio
2021-04-05,MINE_01,4,2,Monday,2851.0,1900.0,18,18,16,4,4,3,100.0,100.0,84.8,79.4,1.3,0.5,0,0,0.7,4.53,15.0,9.1,4.2,1.6,31.7,34,1.8,0.2,20.4,20.0,98.1,86.3,92.6,0.0,0.0,74.8,0.0,0.3,34.2,16.8,25.9,12704.885643121077,0.7142853971006605,1.4950095084215411
2021-04-06,MINE_01,4,2,Tuesday,2313.0,2775.0,18,16,15,4,4,3,88.9,100.0,100.0,87.9,4.3,0.2,0,0,0.7,4.12,8.9,5.9,4.3,2.0,22.9,53,1.8,0.2,22.6,22.2,98.1,78.6,84.7,0.0,0.0,78.9,0.0,0.3,33.8,5.1,1.6,12621.084049068832,0.7210724732813225,1.0645685062531571
2021-04-08,MINE_01,4,2,Thursday,2297.0,1872.0,18,18,16,4,3,2,100.0,75.0,86.3,96.8,0.2,4.7,0,1,0.6,4.29,8.9,6.8,4.5,1.8,30.0,36,7.9,0.3,20.7,19.8,95.7,98.0,86.8,0.0,0.0,88.0,0.0,1.3,33.7,5.1,3.3,10757.515010656047,0.745056602903577,1.2477037068918533
2021-04-10,MINE_01,4,2,Saturday,2421.0,2746.0,18,16,15,4,4,3,88.9,100.0,90.9,89.2,12.0,0.1,1,0,1.5,4.18,11.6,7.1,3.9,1.6,24.5,44,0.3,0.1,23.6,22.7,96.5,85.0,82.5,0.0,0.0,73.3,0.0,1.1,34.0,9.3,16.0,8551.671386666141,0.6496461137224031,1.5627483751589455
2021-04-11,MINE_01,4,2,Sunday,2385.0,2505.0,18,17,15,4,4,3,94.4,100.0,79.9,96.0,3.7,0.3,0,0,0.4,4.53,11.2,8.8,4.1,2.1,29.5,39,3.4,0.2,22.6,22.3,98.5,89.6,83.0,0.0,0.0,67.4,0.0,5.2,32.4,16.5,15.0,11241.666145201514,0.7325282010304023,1.2652536905177758
2021-04-12,MINE_01,4,2,Monday,2658.0,2742.0,18,18,18,4,4,3,100.0,100.0,84.5,87.7,0.1,0.1,0,0,0.1,4.54,9.1,7.6,5.0,2.0,26.1,53,2.4,0.1,24.0,22.9,95.5,83.5,83.4,1.0,0.0,47.9,0.0,0.0,32.5,8.7,5.9,8788.274322626683,0.5737367262487816,1.0474557393164963
2021-04-14,MINE_01,4,2,Wednesday,2787.0,1435.0,18,18,16,4,3,2,100.0,75.0,87.9,92.7,0.6,8.7,0,1,0.5,3.71,8.0,6.9,3.9,1.9,26.2,37,5.5,0.3,20.6,17.1,82.9,78.1,87.3,2.1,0.0,74.4,0.0,0.3,34.9,8.6,7.4,8451.739119587844,0.7480333607200889,1.534566830184636
2021-04-16,MINE_01,4,2,Friday,2527.0,2450.0,18,18,18,4,4,3,100.0,100.0,76.5,90.0,0.6,0.8,0,0,0.3,4.21,9.9,7.4,3.8,1.7,27.2,43,4.3,0.3,21.8,20.8,95.3,89.3,79.4,0.0,0.7,75.2,0.0,0.1,33.7,8.9,5.5,11594.896958395117,0.6753655784804331,1.2575159152074233
2021-04-17,MINE_01,4,2,Saturday,2568.0,2248.0,18,18,16,4,4,4,100.0,100.0,80.3,82.9,0.1,0.4,0,0,0.3,4.5,11.6,7.0,3.8,1.9,25.0,40,0.8,0.1,18.9,18.7,99.0,84.8,80.3,0.0,0.0,88.8,0.0,2.2,34.9,5.4,4.3,10843.659402260704,0.6765364583462381,1.5854963129356805
2021-04-20,MINE_01,4,2,Tuesday,2566.0,3248.0,18,17,15,4,4,4,94.4,100.0,84.1,95.5,6.0,0.4,1,0,0.5,4.36,10.5,6.4,3.0,2.0,23.6,46,1.7,0.1,21.7,20.4,93.8,80.1,91.9,0.0,0.9,85.1,0.0,0.1,36.6,9.2,14.0,11374.332856265195,0.5646824904224765,1.3692859700422424
2021-04-22,MINE_01,4,2,Thursday,2297.0,2398.0,18,18,16,4,4,3,100.0,100.0,90.6,83.8,0.3,0.3,0,0,0.3,4.06,9.8,7.4,5.5,1.6,26.0,44,1.7,0.3,22.3,22.0,98.9,81.9,84.2,0.0,0.0,68.2,0.0,0.3,33.9,7.7,6.8,12191.310671411782,0.6553648744368455,1.3175250256300892
2021-04-23,MINE_01,4,2,Friday,2745.0,1568.0,18,18,15,4,3,2,100.0,75.0,87.4,91.6,0.2,5.5,0,1,0.5,4.19,9.6,6.8,5.5,1.8,29.2,37,5.5,0.3,22.6,21.6,95.7,74.3,77.1,0.0,0.0,58.7,0.0,0.0,33.8,14.5,7.6,11120.571736449161,0.7512928652141968,1.6456070924349782
2021-04-24,MINE_01,4,2,Saturday,2659.0,1883.0,18,18,15,4,4,3,100.0,100.0,91.6,87.6,0.0,0.3,0,0,0.1,4.26,10.7,6.8,5.1,2.0,24.5,45,0.0,0.1,19.8,19.7,99.5,66.8,75.7,0.0,0.0,55.6,0.0,1.1,34.2,13.7,8.9,13516.796360559525,0.6532728941917967,1.1124377903828706
2021-04-25,MINE_01,4,2,Sunday,2661.0,3621.0,18,18,18,4,4,4,100.0,100.0,82.4,90.7,0.8,1.2,0,0,0.3,4.39,10.0,7.0,4.9,1.5,23.7,50,0.4,0.3,21.5,21.1,98.2,88.5,87.9,0.0,0.0,82.6,0.0,0.1,34.8,4.9,6.9,14732.914298729036,0.7159819500890879,1.6598131501365225
2021-04-26,MINE_01,4,2,Monday,2344.0,2352.0,18,16,15,4,4,3,88.9,100.0,95.4,89.0,12.5,0.8,1,0,1.2,4.28,9.1,6.9,4.5,1.3,22.6,43,0.8,0.1,21.8,18.9,86.7,86.0,88.8,2.1,0.0,59.6,0.0,0.2,35.6,9.5,6.5,10592.499931985474,0.6786420302597275,1.2450977151011202
2021-04-27,MINE_01,4,2,Tuesday,2651.0,2737.0,18,16,15,4,4,3,88.9,100.0,91.6,100.0,3.4,1.1,0,0,1.0,4.42,11.0,7.6,4.9,1.4,27.2,41,2.2,0.2,24.0,22.6,94.3,81.5,73.6,0.0,0.8,61.5,0.0,0.3,34.7,13.3,10.8,10644.729975076383,0.7351883009134349,1.4054428862735067
2021-05-01,MINE_01,5,2,Saturday,2786.0,2275.0,18,18,16,4,4,3,100.0,100.0,85.3,92.9,0.3,0.1,0,0,0.7,4.26,9.8,6.7,6.0,1.6,25.2,42,1.1,0.1,19.8,19.3,97.5,79.0,82.4,0.0,0.2,53.6,0.0,0.2,37.8,9.0,11.7,6831.836215152039,0.6872740513216783,1.4073329532954209
2021-05-02,MINE_01,5,2,Sunday,2379.0,2544.0,18,18,17,4,4,3,100.0,100.0,84.7,86.5,0.1,0.4,0,0,0.4,4.42,9.5,8.6,3.7,1.8,25.3,51,1.7,0.1,22.9,22.7,99.1,91.2,79.9,0.0,0.0,95.7,0.0,0.5,35.5,9.3,7.8,7675.083211399691,0.6254918640250559,1.2875449494978057
2021-05-04,MINE_01,5,2,Tuesday,2575.0,1102.0,18,18,16,4,3,2,100.0,75.0,79.7,83.1,1.0,8.5,0,1,1.1,4.39,16.1,10.0,4.2,1.5,42.9,25,11.1,0.9,23.1,19.5,84.4,84.6,82.6,0.0,0.0,73.0,1.8,45.3,34.2,21.1,19.1,8204.161475700686,0.6798462856271433,1.2205463761949167
2021-05-05,MINE_01,5,2,Wednesday,2607.0,1516.0,18,18,16,4,3,2,100.0,75.0,80.6,87.4,0.0,5.4,0,1,0.7,3.91,10.5,7.3,4.6,1.9,31.0,37,6.7,1.4,21.6,19.8,91.3,81.9,92.1,0.0,0.0,70.9,0.4,12.7,34.4,20.1,14.5,8413.88771855727,0.7648084279390182,1.2990044764172768
2021-05-06,MINE_01,5,2,Thursday,2276.0,1925.0,18,18,18,4,4,3,100.0,100.0,82.6,84.6,0.2,0.1,0,0,0.0,4.31,13.0,9.4,5.8,1.2,32.6,32,3.2,0.4,21.1,18.8,88.8,80.8,90.8,1.5,0.0,72.3,0.7,11.6,35.9,23.1,26.4,11412.171104064393,0.7041119775274426,1.170056377451745
2021-05-09,MINE_01,5,2,Sunday,2481.0,1601.0,18,18,15,4,3,2,100.0,75.0,86.4,80.4,0.2,1.2,0,0,1.2,4.5,12.2,6.5,4.4,1.0,30.1,36,5.9,0.2,23.2,22.6,97.4,79.6,87.1,0.0,0.0,59.1,0.0,0.2,34.7,17.9,25.7,10643.97037280234,0.6703369513342999,1.7653610427999107
2021-05-10,MINE_01,5,2,Monday,2617.0,2778.0,18,17,15,4,4,3,94.4,100.0,88.5,100.0,6.7,0.2,1,0,0.8,3.69,9.5,7.3,4.9,1.8,23.8,42,0.4,0.3,23.2,19.4,83.6,86.8,87.2,2.2,1.1,81.3,0.0,0.1,34.1,27.3,20.3,11176.261921471756,0.8008074082877834,1.2767427200728605
2021-05-12,MINE_01,5,2,Wednesday,2586.0,2130.0,18,18,17,4,4,3,100.0,100.0,91.7,93.4,1.3,0.9,0,0,0.6,3.91,12.8,7.5,4.8,2.5,29.6,41,2.0,0.4,20.7,19.0,91.6,81.4,86.6,1.0,0.0,65.2,0.2,5.9,36.0,18.2,19.5,13225.94557322953,0.7404983618763187,1.6047583650962933
2021-05-13,MINE_01,5,2,Thursday,2377.0,1874.0,18,18,17,4,4,3,100.0,100.0,86.1,82.3,0.9,0.0,0,0,0.5,4.3,15.6,9.4,4.1,1.7,34.6,33,3.9,0.4,23.0,20.6,89.7,84.5,87.5,1.2,0.0,69.3,0.8,22.9,34.0,27.7,19.0,8770.799024469252,0.7216618635823668,1.5784035059255677
2021-05-14,MINE_01,5,2,Friday,2666.0,2334.0,18,18,16,4,4,3,100.0,100.0,77.7,88.3,0.2,0.1,0,0,0.2,4.36,11.4,7.5,4.2,1.6,29.4,39,4.7,0.4,22.3,21.5,96.2,92.8,91.0,0.0,0.0,100.0,0.6,15.9,34.7,19.7,15.3,13771.51038724238,0.6941953338238921,1.4455548620016774
2021-05-15,MINE_01,5,2,Saturday,2332.0,2048.0,18,18,16,4,4,3,100.0,100.0,86.2,95.8,0.5,0.2,0,0,0.4,4.12,11.4,6.9,5.9,1.5,27.6,40,1.9,0.6,21.0,20.6,98.1,69.6,82.5,0.0,0.0,59.1,0.0,0.1,36.3,26.6,21.9,8947.38635486784,0.7169065591467624,1.3458331073970486
2021-05-16,MINE_01,5,2,Sunday,2545.0,1345.0,18,18,17,4,3,2,100.0,75.0,91.8,86.1,0.1,10.2,0,1,1.2,4.43,9.0,6.8,5.0,1.4,30.4,32,8.3,0.3,21.2,17.5,82.7,80.5,81.5,1.3,0.6,74.7,0.0,0.0,35.1,25.9,7.4,8480.961893396305,0.7186917622605077,1.411725283626381
2021-05-17,MINE_01,5,2,Monday,2524.0,1946.0,18,16,14,4,4,3,88.9,100.0,98.3,77.4,7.4,0.2,0,0,0.6,4.45,13.5,7.7,3.8,1.8,26.9,37,0.0,0.1,21.7,20.7,95.4,82.5,78.0,0.5,0.0,94.4,0.0,0.4,34.7,24.4,22.3,9603.675029212754,0.5566866542300839,1.487402867661138
2021-05-18,MINE_01,5,2,Tuesday,2685.0,2232.0,18,18,17,4,4,3,100.0,100.0,87.2,83.7,0.5,0.3,0,0,0.5,4.07,9.5,6.9,5.0,2.1,26.6,43,3.0,0.3,21.4,20.7,96.7,78.3,95.0,0.0,0.4,63.9,0.0,0.1,34.2,14.9,10.4,11033.618067671778,0.6984629899410711,1.3930626063296145
2021-05-19,MINE_01,5,2,Wednesday,2478.0,1881.0,18,18,16,4,4,3,100.0,100.0,84.6,79.2,0.2,0.2,0,0,0.2,4.09,12.9,7.4,5.4,1.3,30.0,36,3.1,0.4,22.5,21.4,95.2,79.3,91.2,0.0,0.0,59.8,0.8,22.5,35.5,30.8,19.9,9372.069512022344,0.6678971759719903,1.0596191160815778
2021-05-20,MINE_01,5,2,Thursday,2568.0,2301.0,18,18,16,4,4,3,100.0,100.0,86.2,87.9,0.1,0.6,0,0,0.3,4.09,11.4,9.1,4.6,2.3,28.9,43,1.5,0.3,24.0,23.7,98.8,78.4,83.8,0.0,0.0,68.1,0.0,1.1,34.3,20.3,18.3,7151.758761300076,0.6492538032129398,1.0093066509602835
2021-05-22,MINE_01,5,2,Saturday,2550.0,1953.0,18,18,16,4,4,3,100.0,100.0,88.4,80.3,0.1,0.2,0,0,0.0,4.17,13.0,9.2,5.7,2.1,31.7,31,1.7,0.1,22.2,21.0,94.5,72.9,87.0,1.2,0.0,55.9,0.0,0.0,34.7,25.6,26.3,11375.017967832251,0.6659924478330184,1.6747665589726592
2021-05-23,MINE_01,5,2,Sunday,2773.0,2188.0,18,18,17,4,4,3,100.0,100.0,80.5,91.7,0.4,0.3,0,0,0.3,4.07,12.6,7.8,3.6,1.6,31.2,42,5.6,0.5,22.0,21.0,95.4,77.5,89.1,0.0,0.0,88.0,0.7,19.5,34.4,23.8,19.4,11917.42158936583,0.5911698204602305,0.8460261335672107
2021-05-24,MINE_01,5,2,Monday,2738.0,2529.0,18,18,17,4,4,3,100.0,100.0,92.8,89.4,0.3,0.3,0,0,0.1,4.34,12.4,7.1,4.4,2.0,27.1,43,1.2,0.1,22.4,21.4,95.3,87.1,94.6,0.9,0.0,69.9,0.0,0.5,35.1,26.5,21.1,9065.09157530453,0.5774879427334066,1.412105944935675
2021-05-25,MINE_01,5,2,Tuesday,2463.0,1793.0,18,18,17,4,4,3,100.0,100.0,86.2,90.1,0.0,0.2,0,0,0.1,4.44,14.2,10.2,4.5,1.2,32.3,35,2.1,0.5,22.1,20.8,94.5,80.6,83.7,0.0,0.0,75.7,1.0,22.0,35.2,29.7,26.9,7516.9338206793445,0.7452991311951188,1.3259733113116214
2021-05-27,MINE_01,5,2,Thursday,2643.0,2391.0,18,18,16,4,4,3,100.0,100.0,100.0,91.9,0.2,0.0,0,0,0.0,4.2,11.0,8.9,4.9,2.4,28.6,45,1.3,0.1,22.5,22.5,99.8,79.6,90.7,0.0,0.0,69.0,0.0,0.2,34.5,23.7,19.3,11559.505284813547,0.7021601783194424,1.4051291433811246
2021-05-29,MINE_01,5,2,Saturday,2507.0,2003.0,18,16,15,4,4,3,88.9,100.0,86.9,81.8,8.7,0.5,1,0,1.1,3.98,10.1,8.0,3.4,1.5,24.6,36,1.7,0.1,20.6,17.8,86.5,85.7,83.2,1.3,0.8,68.7,0.0,0.3,36.4,30.4,16.8,9217.069091010642,0.5440258312387761,1.1449755659634973
2021-05-31,MINE_01,5,2,Monday,2659.0,1787.0,18,16,13,4,4,3,88.9,100.0,91.8,74.7,15.9,0.4,2,0,1.2,4.21,12.0,7.8,5.4,1.8,27.6,27,0.5,0.2,19.7,18.7,95.3,85.8,85.0,0.0,0.0,61.7,0.0,1.4,34.0,29.5,22.6,11693.103582749605,0.6450403484583558,1.4431044117971294
2021-06-04,MINE_01,6,2,Friday,2517.0,3276.0,18,16,14,4,4,4,88.9,100.0,84.5,93.2,17.5,0.7,1,0,1.3,3.42,10.1,5.4,3.5,1.4,20.6,47,0.1,0.0,22.6,21.6,95.7,89.0,83.5,0.0,0.0,93.2,0.0,0.2,34.7,30.1,22.5,9357.546091983162,0.7251718435722607,1.4141722010453193
2021-06-05,MINE_01,6,2,Saturday,2551.0,961.0,18,18,16,4,4,3,100.0,100.0,83.3,78.9,0.1,0.9,0,0,0.4,4.24,18.9,11.4,4.7,2.1,45.9,20,8.9,1.5,22.9,17.8,77.6,80.0,79.1,0.0,0.0,66.2,4.3,90.9,30.2,47.5,31.1,12098.75950309102,0.6613407076808168,1.9251712636662557
2021-06-06,MINE_01,6,2,Sunday,2519.0,1982.0,18,18,15,4,4,3,100.0,100.0,90.3,92.1,0.6,0.8,0,0,0.3,3.94,11.9,8.7,5.6,1.4,29.7,34,2.1,0.1,21.6,20.0,92.5,77.0,87.4,1.2,0.0,52.5,0.2,0.0,37.0,39.2,30.8,10802.795366601977,0.7452167706943613,1.398964923513774
2021-06-07,MINE_01,6,2,Monday,2386.0,1509.0,18,18,17,4,3,2,100.0,75.0,98.3,87.6,0.9,4.1,0,0,0.6,3.97,9.4,7.7,4.3,1.5,31.0,36,8.0,0.3,20.9,18.9,90.4,79.8,84.9,0.0,1.2,68.2,0.0,0.6,33.5,33.8,16.2,8942.249028691873,0.7344778471956663,1.6426159355759324
2021-06-08,MINE_01,6,2,Tuesday,2530.0,1065.0,18,17,15,4,4,3,94.4,100.0,79.3,84.4,3.0,0.7,0,0,0.5,4.23,20.2,10.9,4.3,1.6,43.8,20,6.8,0.8,21.2,18.1,85.7,82.9,69.5,0.0,0.0,74.8,2.4,51.1,31.5,34.9,32.5,11829.348427193252,0.6021223817233623,1.0732317791206962
2021-06-10,MINE_01,6,2,Thursday,2465.0,2738.0,18,18,15,4,4,4,100.0,100.0,84.3,93.6,0.1,0.3,0,0,0.2,4.32,13.1,7.0,3.5,1.8,25.4,43,0.0,0.0,21.8,21.7,99.4,94.8,85.8,0.0,0.0,68.7,0.0,0.4,33.9,27.8,27.9,10328.918843354155,0.6688586727987658,1.576987977819381
2021-06-13,MINE_01,6,2,Sunday,2772.0,1038.0,18,18,15,4,4,3,100.0,100.0,82.0,78.8,1.3,1.3,0,0,0.3,4.07,18.1,10.6,4.0,2.0,37.8,23,3.3,0.6,20.4,17.6,86.1,88.1,68.7,0.0,0.0,86.4,2.3,47.6,31.2,44.2,35.2,12328.11336370696,0.6520965798709728,1.4182235748016738
2021-06-14,MINE_01,6,2,Monday,2320.0,1709.0,18,18,16,4,4,3,100.0,100.0,76.7,83.8,1.5,0.1,0,0,0.2,4.39,13.4,7.7,5.1,1.7,28.1,42,0.2,0.1,21.2,20.1,94.7,65.9,88.8,1.0,0.0,34.2,0.0,0.2,33.8,39.7,21.6,13845.702186806386,0.6003333920460859,1.4269166510159217
2021-06-15,MINE_01,6,2,Tuesday,2519.0,1948.0,18,18,17,4,3,3,100.0,75.0,91.9,96.0,0.2,5.3,0,0,0.9,4.49,14.2,9.1,5.6,1.5,31.5,31,1.1,0.3,20.7,18.9,91.3,72.9,76.5,0.6,0.0,49.6,0.2,0.5,35.0,36.8,28.1,9479.119420923264,0.5967564103684115,1.4296826229023807
2021-06-16,MINE_01,6,2,Wednesday,2660.0,738.0,18,16,14,4,4,3,88.9,100.0,81.1,88.7,9.3,0.4,1,0,0.9,4.15,18.6,11.3,6.1,2.0,46.0,16,7.9,1.4,22.4,16.4,73.4,79.4,75.2,0.0,0.0,62.4,4.8,95.5,29.6,52.0,54.9,15354.1475556775,0.6324103131921565,1.7142365484722326
2021-06-17,MINE_01,6,2,Thursday,2481.0,1371.0,18,18,18,4,2,2,100.0,50.0,86.9,88.0,1.2,8.3,0,1,1.3,4.06,14.1,10.4,5.1,1.7,40.4,30,9.0,1.2,22.1,19.0,85.7,82.6,79.9,0.0,0.0,53.5,1.2,27.8,32.3,42.8,27.2,9584.349067541014,0.6414906007122564,1.4239898073548192
2021-06-18,MINE_01,6,2,Friday,2738.0,1972.0,18,18,16,4,4,3,100.0,100.0,84.5,80.3,0.0,0.0,0,0,0.0,4.23,12.5,7.8,3.9,1.4,27.2,39,1.5,0.1,20.2,18.4,91.2,84.4,88.2,1.7,0.0,81.8,0.0,0.1,32.7,40.9,15.7,10149.581126268831,0.6923191359838364,1.2161445043731507
2021-06-19,MINE_01,6,2,Saturday,2603.0,2311.0,18,18,16,4,4,3,100.0,100.0,86.0,86.5,0.5,0.4,0,0,0.1,3.87,12.3,7.2,4.3,1.6,28.8,44,3.3,0.4,24.0,23.5,97.9,78.3,88.1,0.0,0.0,69.3,0.3,0.3,32.2,40.1,33.0,8265.035668669154,0.7341732392622446,1.2497813063560157
2021-06-20,MINE_01,6,2,Sunday,2410.0,1922.0,18,18,17,4,4,3,100.0,100.0,90.5,81.6,0.0,0.1,0,0,0.1,3.95,12.9,7.3,4.8,1.8,29.8,37,3.0,0.2,21.5,19.6,91.0,80.7,82.3,0.9,0.6,54.6,0.3,1.2,32.9,34.5,28.4,8977.60542734187,0.7049919708051319,1.5363944129832459
2021-06-21,MINE_01,6,2,Monday,2702.0,1022.0,18,18,17,4,4,3,100.0,100.0,84.3,79.3,0.5,0.2,0,0,0.1,4.18,17.7,11.4,2.9,1.2,39.2,25,5.9,0.8,21.2,17.4,82.2,84.5,80.7,0.0,0.3,77.8,3.1,61.6,30.3,50.4,43.9,8012.841227024497,0.7180119714508968,1.4624600058543307
2021-06-22,MINE_01,6,2,Tuesday,2337.0,2625.0,18,18,17,4,4,3,100.0,100.0,81.4,83.6,0.6,0.6,0,0,0.1,4.09,10.6,6.5,2.5,1.5,22.7,51,1.8,0.1,22.5,22.3,99.3,80.2,88.3,0.0,0.0,80.5,0.0,0.3,34.3,32.5,13.9,10233.977796984089,0.6620775180545813,1.066874181804901
2021-06-25,MINE_01,6,2,Friday,2600.0,1019.0,18,18,18,4,3,2,100.0,75.0,86.9,77.1,0.3,1.1,0,0,0.6,4.18,17.0,9.7,4.8,1.7,41.5,29,8.3,1.0,22.7,18.8,83.1,82.4,83.4,0.8,0.0,70.6,2.3,45.3,29.2,49.9,42.2,9106.285025511865,0.7099065090491604,1.4758972789821658
2021-06-26,MINE_01,6,2,Saturday,2623.0,1388.0,18,18,16,4,4,3,100.0,100.0,86.0,86.0,0.2,0.1,0,0,0.3,4.34,16.0,11.6,4.9,1.5,36.9,29,2.9,0.4,21.9,20.6,94.0,65.0,77.7,0.0,0.0,52.8,1.0,17.6,33.5,43.4,36.7,8566.106905229319,0.6685808742479872,1.156500442848967
2021-06-27,MINE_01,6,2,Sunday,2617.0,728.0,18,16,14,4,4,3,88.9,100.0,79.9,77.8,7.6,0.5,1,0,1.2,3.65,14.9,9.2,6.4,1.4,39.2,19,7.2,1.2,21.9,16.2,74.0,77.2,81.1,0.0,0.0,56.7,4.6,86.7,28.4,53.5,58.2,9301.611779631818,0.6524605171565484,1.460620518163123
2021-06-29,MINE_01,6,2,Tuesday,2640.0,1839.0,18,18,17,4,4,3,100.0,100.0,84.4,85.2,0.1,0.1,0,0,0.1,4.03,12.9,9.8,5.0,2.3,33.2,33,3.1,0.3,21.5,19.8,92.0,75.9,80.1,1.6,0.0,54.7,0.0,0.1,32.1,41.9,26.7,9930.657449359102,0.7810820504247109,1.2118581065065865
2021-06-30,MINE_01,6,2,Wednesday,2599.0,1906.0,18,16,14,4,4,3,88.9,100.0,90.3,82.9,16.9,0.2,1,0,2.5,4.15,11.5,7.9,4.9,1.8,28.0,31,1.8,0.4,20.5,19.0,92.8,85.4,77.8,0.0,0.0,68.7,0.1,0.2,30.2,42.1,29.0,13018.424070001469,0.5485653206253391,1.316672567275426
2021-07-01,MINE_01,7,3,Thursday,2537.0,2383.0,18,16,14,4,4,3,88.9,100.0,80.8,96.1,5.9,0.0,0,0,0.4,3.86,10.0,5.9,4.5,1.6,22.0,43,0.0,0.2,20.7,20.3,98.2,86.5,80.9,0.0,0.0,75.9,0.0,0.1,32.4,46.7,19.9,15396.123879321533,0.5737097618835466,1.2640072226524126
2021-07-02,MINE_01,7,3,Friday,2803.0,1367.0,18,18,15,4,4,3,100.0,100.0,76.9,86.6,0.4,0.2,0,0,0.1,4.46,18.4,10.7,4.8,2.1,39.4,25,3.4,0.4,22.9,20.0,87.6,80.2,82.9,0.0,1.2,70.9,1.4,26.4,29.1,47.6,40.0,19993.19792793934,0.6977899847127997,1.6767515108573816
2021-07-06,MINE_01,7,3,Tuesday,2468.0,891.0,18,17,15,4,4,3,94.4,100.0,88.0,86.2,3.6,0.3,0,0,0.6,4.76,20.0,12.7,4.6,2.0,44.2,20,4.9,1.0,20.2,16.7,82.5,69.6,74.5,0.0,0.0,60.3,2.8,48.8,29.6,51.9,45.6,11707.41408290911,0.6621674690661667,1.4533384642723088
2021-07-07,MINE_01,7,3,Wednesday,2457.0,406.0,18,18,18,4,2,1,100.0,50.0,83.2,82.3,0.1,12.9,0,1,0.8,4.27,18.0,12.0,4.3,1.6,69.2,13,33.2,2.2,22.2,15.0,67.7,85.6,68.5,0.0,0.0,86.2,4.4,85.8,27.8,60.4,53.1,9514.151852023095,0.5977073589762707,1.6251915146717708
2021-07-09,MINE_01,7,3,Friday,2587.0,885.0,18,18,16,4,3,2,100.0,75.0,84.8,83.3,0.1,6.1,0,1,0.9,3.89,18.0,10.5,4.2,2.3,44.0,18,8.9,0.9,19.9,14.5,73.1,82.4,84.9,1.4,0.0,68.9,2.5,41.6,28.5,58.3,49.2,7338.335028167269,0.6187378959214442,1.9520114269028812
2021-07-12,MINE_01,7,3,Monday,2458.0,941.0,18,18,15,4,4,3,100.0,100.0,80.0,84.6,0.0,0.4,0,0,0.2,4.55,20.4,10.9,5.4,1.9,44.1,20,5.5,0.7,21.3,18.4,86.2,73.3,79.1,0.0,0.0,56.9,2.5,50.4,25.3,52.1,37.3,11845.494340179363,0.6258991794080535,1.3823299825962927
2021-07-13,MINE_01,7,3,Tuesday,2457.0,1867.0,18,18,18,4,4,3,100.0,100.0,86.8,94.1,0.1,0.3,0,0,0.3,4.36,18.0,10.3,5.3,1.1,41.5,32,6.8,1.0,24.0,21.8,90.9,74.4,76.4,0.0,0.0,57.3,1.6,30.7,31.9,47.7,34.7,7738.159337845401,0.7258200077776518,1.6733669514705494
2021-07-14,MINE_01,7,3,Wednesday,2492.0,2218.0,18,18,16,4,4,3,100.0,100.0,82.7,94.6,0.0,0.1,0,0,0.2,4.07,14.0,7.2,4.8,1.8,29.9,33,2.2,0.5,22.3,20.8,93.3,81.8,83.9,1.1,0.0,77.4,0.1,0.1,28.4,41.2,26.8,9424.02380310615,0.7434240719439956,1.2330777810917455
2021-07-15,MINE_01,7,3,Thursday,2346.0,2256.0,18,18,16,4,4,3,100.0,100.0,89.2,88.3,0.0,0.3,0,0,0.1,3.73,12.2,7.4,4.3,1.6,26.9,45,1.4,0.2,22.4,22.0,98.0,78.5,80.5,0.0,0.0,70.8,0.3,0.9,30.1,45.5,35.7,9172.338793415349,0.7669174393231355,1.6239445361961802
2021-07-16,MINE_01,7,3,Friday,2708.0,2317.0,18,18,17,4,4,3,100.0,100.0,80.0,82.1,0.2,0.0,0,0,0.4,3.86,13.1,7.8,5.1,1.4,29.0,45,1.6,0.3,23.8,23.4,98.4,78.5,78.7,0.0,0.0,63.1,0.1,0.7,28.6,42.9,34.3,9779.186288643203,0.5893458810139379,1.211467144724459
2021-07-17,MINE_01,7,3,Saturday,2591.0,1921.0,18,18,17,4,4,3,100.0,100.0,90.6,89.8,0.1,0.2,0,0,0.1,4.24,14.2,9.6,3.4,1.3,32.4,30,3.9,0.5,20.1,18.7,93.0,83.0,90.6,0.0,0.0,76.9,1.1,22.9,30.1,41.9,33.1,13008.249916748187,0.6015497039473172,1.3692858879023806
2021-07-18,MINE_01,7,3,Sunday,2520.0,1412.0,18,18,17,4,3,3,100.0,75.0,88.3,81.3,0.0,4.4,0,0,0.3,3.97,18.2,8.7,4.1,1.5,38.1,29,5.5,0.9,21.8,18.8,86.1,83.0,80.6,0.0,0.0,69.4,2.0,37.1,27.3,55.4,42.4,11246.437213736155,0.5977820421379227,1.480344445577323
